address	function	mnemonic	instruction	old_bytes	disp_offset	veh_offset	disp_value
00522dd1	alien_fauna(void)	MOV	MOV AX,word ptr [EDI + 0x952830]	66 8B 87 30 28 95 00	3	0x8	0x952830
00522de3	alien_fauna(void)	MOV	MOV AL,byte ptr [EDI + 0x95284f]	8A 87 4F 28 95 00	2	0x27	0x95284F
00522e74	alien_fauna(void)	MOV	MOV AL,byte ptr [EDI + 0x952836]	8A 87 36 28 95 00	2	0xE	0x952836
00522e7e	alien_fauna(void)	MOV	MOV AX,word ptr [EDI + 0x952830]	66 8B 87 30 28 95 00	3	0x8	0x952830
00522e97	alien_fauna(void)	TEST	TEST byte ptr [EDI + 0x95284f],AL	84 87 4F 28 95 00	2	0x27	0x95284F
00523d09	set_time_controls(void)	MOV	MOV EDX,0x95282c	BA 2C 28 95 00	1	0x4	0x95282C
0052606e	repair_phase(int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
0052607c	repair_phase(int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
00526083	repair_phase(int)	MOVSX	MOVSX EDI,word ptr [ESI + 0x95282a]	0F BF BE 2A 28 95 00	3	0x2	0x95282A
00526092	repair_phase(int)	MOV	MOV AL,byte ptr [ESI + 0x952838]	8A 86 38 28 95 00	2	0x10	0x952838
00526098	repair_phase(int)	MOV	MOV byte ptr [ESI + 0x952852],0x0	C6 86 52 28 95 00 00	2	0x2A	0x952852
0052609f	repair_phase(int)	MOV	MOV byte ptr [ESI + 0x952850],0x0	C6 86 50 28 95 00 00	2	0x28	0x952850
005260a6	repair_phase(int)	MOV	MOV EBX,dword ptr [ESI + 0x95282c]	8B 9E 2C 28 95 00	2	0x4	0x95282C
005260ba	repair_phase(int)	MOV	MOV dword ptr [ESI + 0x95282c],EBX	89 9E 2C 28 95 00	2	0x4	0x95282C
005260c0	repair_phase(int)	AND	AND byte ptr [ESI + 0x952831],0xef	80 A6 31 28 95 00 EF	2	0x9	0x952831
005260d2	repair_phase(int)	MOV	MOV EBX,dword ptr [ESI + 0x95282c]	8B 9E 2C 28 95 00	2	0x4	0x95282C
005260db	repair_phase(int)	MOV	MOV dword ptr [ESI + 0x95282c],EBX	89 9E 2C 28 95 00	2	0x4	0x95282C
005260e1	repair_phase(int)	MOV	MOV AX,word ptr [ESI + 0x952830]	66 8B 86 30 28 95 00	3	0x8	0x952830
005260f2	repair_phase(int)	MOV	MOV word ptr [ESI + 0x952830],AX	66 89 86 30 28 95 00	3	0x8	0x952830
005260f9	repair_phase(int)	MOV	MOV AL,byte ptr [ESI + 0x952839]	8A 86 39 28 95 00	2	0x11	0x952839
00526107	repair_phase(int)	MOV	MOV AX,word ptr [ESI + 0x952844]	66 8B 86 44 28 95 00	3	0x1C	0x952844
00526117	repair_phase(int)	MOV	MOV word ptr [ESI + 0x952844],AX	66 89 86 44 28 95 00	3	0x1C	0x952844
00526120	repair_phase(int)	MOV	MOV byte ptr [ESI + 0x952839],AL	88 86 39 28 95 00	2	0x11	0x952839
00526126	repair_phase(int)	MOV	MOV EDX,dword ptr [ESI + 0x95282c]	8B 96 2C 28 95 00	2	0x4	0x95282C
00526161	repair_phase(int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
0052619f	repair_phase(int)	MOV	MOV dword ptr [ESI + 0x95282c],EDX	89 96 2C 28 95 00	2	0x4	0x95282C
005261a5	repair_phase(int)	CMP	CMP word ptr [ESI + 0x952832],0x13	66 83 BE 32 28 95 00 13	3	0xA	0x952832
005261af	repair_phase(int)	MOV	MOV byte ptr [ESI + 0x952836],0x0	C6 86 36 28 95 00 00	2	0xE	0x952836
005261b6	repair_phase(int)	MOV	MOV AX,word ptr [ESI + 0x952832]	66 8B 86 32 28 95 00	3	0xA	0x952832
005261e1	repair_phase(int)	TEST	TEST byte ptr [ESI + 0x95282c],0x4	F6 86 2C 28 95 00 04	2	0x4	0x95282C
005261ee	repair_phase(int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00526287	repair_phase(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00526331	repair_phase(int)	MOV	MOV CX,word ptr [ESI + 0x952832]	66 8B 8E 32 28 95 00	3	0xA	0x952832
00526378	repair_phase(int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00526424	repair_phase(int)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
0052642d	repair_phase(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00526470	repair_phase(int)	CMP	CMP byte ptr [ESI + 0x952839],0x1	80 BE 39 28 95 00 01	2	0x11	0x952839
005264a8	repair_phase(int)	MOV	MOV AX,word ptr [ESI + 0x95285a]	66 8B 86 5A 28 95 00	3	0x32	0x95285A
005264bc	repair_phase(int)	MOV	MOV AX,word ptr [EAX + 0x95285a]	66 8B 80 5A 28 95 00	3	0x32	0x95285A
005264dc	repair_phase(int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x952832]	0F BF 91 32 28 95 00	3	0xA	0x952832
005264fa	repair_phase(int)	MOVSX	MOVSX EDI,word ptr [EDI + 0x952858]	0F BF BF 58 28 95 00	3	0x30	0x952858
00526542	repair_phase(int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
0052654b	repair_phase(int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
005265fd	repair_phase(int)	CMP	CMP word ptr [ESI + 0x952832],0x40	66 83 BE 32 28 95 00 40	3	0xA	0x952832
0052663b	repair_phase(int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
0052666b	repair_phase(int)	MOV	MOV byte ptr [ESI + 0x952838],AL	88 86 38 28 95 00	2	0x10	0x952838
0052668c	repair_phase(int)	CMP	CMP byte ptr [ESI + 0x952839],0x1	80 BE 39 28 95 00 01	2	0x11	0x952839
0052669a	repair_phase(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
005266e6	repair_phase(int)	MOV	MOV byte ptr [ESI + 0x952839],0x0	C6 86 39 28 95 00 00	2	0x11	0x952839
00526719	repair_phase(int)	MOV	MOV ESI,0x952836	BE 36 28 95 00	1	0xE	0x952836
00527c45	control_turn(void)	MOV	MOV EAX,0x952836	B8 36 28 95 00	1	0xE	0x952836
00527c65	control_turn(void)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95282a]	0F BF 86 2A 28 95 00	3	0x2	0x95282A
00527c6c	control_turn(void)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
00527c7f	control_turn(void)	MOVSX	MOVSX EDX,word ptr [ESI + 0x95282a]	0F BF 96 2A 28 95 00	3	0x2	0x95282A
00527c86	control_turn(void)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952828]	0F BF 86 28 28 95 00	3	0x0	0x952828
0052a579	net_control_turn(void)	MOV	MOV ECX,0x952836	B9 36 28 95 00	1	0xE	0x952836
0052a597	net_control_turn(void)	MOVSX	MOVSX ESI,word ptr [EAX + 0x952828]	0F BF B0 28 28 95 00	3	0x0	0x952828
0052a59e	net_control_turn(void)	MOVSX	MOVSX EDI,word ptr [EAX + 0x95282a]	0F BF B8 2A 28 95 00	3	0x2	0x95282A
0052de84	add_deletion(int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x95282a]	0F BF 88 2A 28 95 00	3	0x2	0x95282A
0052de8b	add_deletion(int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
0052fb48	game_checksum(int_*)	MOV	MOV ESI,0x95282a	BE 2A 28 95 00	1	0x2	0x95282A
0053019f	game_checksum(int_*)	MOV	MOV ESI,0x952828	BE 28 28 95 00	1	0x0	0x952828
00531096	lock_veh(int_*,int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x95282a]	0F BF 88 2A 28 95 00	3	0x2	0x95282A
0053109d	lock_veh(int_*,int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
0053117a	automated_lock(int_*,int)	MOVSX	MOVSX ECX,byte ptr [EDX*0x4 + 0x952839]	0F BE 0C 95 39 28 95 00	4	0x11	0x952839
005312bc	automated_lock(int_*,int)	MOVSX	MOVSX ECX,byte ptr [EDX*0x4 + 0x952839]	0F BE 0C 95 39 28 95 00	4	0x11	0x952839
00531846	order_veh(int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952828]	0F BF 88 28 28 95 00	3	0x0	0x952828
00531873	order_veh(int,int,int)	MOVSX	MOVSX EBX,word ptr [EAX + 0x95282a]	0F BF 98 2A 28 95 00	3	0x2	0x95282A
00531881	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
005318af	order_veh(int,int,int)	MOV	MOV byte ptr [EAX*0x4 + 0x952854],0x0	C6 04 85 54 28 95 00 00	3	0x2C	0x952854
00531964	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EAX*0x4 + 0x952836]	8A 0C 85 36 28 95 00	3	0xE	0x952836
005319d0	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
005319d7	order_veh(int,int,int)	MOV	MOV ESI,dword ptr [EAX + 0x95282c]	8B B0 2C 28 95 00	2	0x4	0x95282C
005319e3	order_veh(int,int,int)	MOV	MOV dword ptr [EAX + 0x95282c],ESI	89 B0 2C 28 95 00	2	0x4	0x95282C
00531aeb	order_veh(int,int,int)	MOV	MOV DL,byte ptr [ECX*0x4 + 0x952850]	8A 14 8D 50 28 95 00	3	0x28	0x952850
00531b12	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
00531baf	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],BL	88 98 39 28 95 00	2	0x11	0x952839
00531bb5	order_veh(int,int,int)	MOV	MOV ESI,dword ptr [EAX + 0x95282c]	8B B0 2C 28 95 00	2	0x4	0x95282C
00531bc1	order_veh(int,int,int)	MOV	MOV dword ptr [EAX + 0x95282c],ESI	89 B0 2C 28 95 00	2	0x4	0x95282C
00531cdb	order_veh(int,int,int)	TEST	TEST dword ptr [EDX*0x4 + 0x95282c],0x80000	F7 04 95 2C 28 95 00 00 00 08 00	3	0x4	0x95282C
00531d20	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
00531d27	order_veh(int,int,int)	MOV	MOV ESI,dword ptr [EAX + 0x95282c]	8B B0 2C 28 95 00	2	0x4	0x95282C
00531d33	order_veh(int,int,int)	MOV	MOV dword ptr [EAX + 0x95282c],ESI	89 B0 2C 28 95 00	2	0x4	0x95282C
00531ff3	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDX*0x4 + 0x952836]	8A 0C 95 36 28 95 00	3	0xE	0x952836
00532013	order_veh(int,int,int)	MOV	MOV DL,byte ptr [ECX*0x4 + 0x952850]	8A 14 8D 50 28 95 00	3	0x28	0x952850
00532039	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952858]	0F BF 04 95 58 28 95 00	4	0x30	0x952858
0053220d	veh_drop(int,int,int)	MOV	MOV AL,byte ptr [EDX + 0x952836]	8A 82 36 28 95 00	2	0xE	0x952836
005322a4	veh_drop(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
005322ab	veh_drop(int,int,int)	MOV	MOV EBX,dword ptr [EAX + 0x95282c]	8B 98 2C 28 95 00	2	0x4	0x95282C
005322b7	veh_drop(int,int,int)	MOV	MOV dword ptr [EAX + 0x95282c],EBX	89 98 2C 28 95 00	2	0x4	0x95282C
00532382	veh_drop(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952850]	8A 8F 50 28 95 00	2	0x28	0x952850
005325a4	action(int,int)	MOV	MOV AL,byte ptr [EAX*0x4 + 0x952839]	8A 04 85 39 28 95 00	3	0x11	0x952839
005326f5	action(int,int)	MOVSX	MOVSX EDX,byte ptr [EAX*0x4 + 0x952839]	0F BE 14 85 39 28 95 00	4	0x11	0x952839
00532ae1	rebuild_vehicle_bits(void)	MOV	MOV ESI,0x95282a	BE 2A 28 95 00	1	0x2	0x95282A
00532b22	rebuild_vehicle_bits(void)	MOV	MOV CL,byte ptr [ECX*0x4 + 0x952836]	8A 0C 8D 36 28 95 00	3	0xE	0x952836
00532faa	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
00532fb1	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
00532fd5	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
00532fdc	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
00533594	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
0053359b	synch(short,int,int,int,char_*,int,short)	LEA	LEA ECX,[EAX + 0x952828]	8D 88 28 28 95 00	2	0x0	0x952828
005335a4	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EAX,word ptr [EAX + 0x95282a]	0F BF 80 2A 28 95 00	3	0x2	0x95282A
005335b5	synch(short,int,int,int,char_*,int,short)	ADD	ADD ESI,0x952828	81 C6 28 28 95 00	2	0x0	0x952828
00533979	synch(short,int,int,int,char_*,int,short)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
00533987	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952832]	0F BF 96 32 28 95 00	3	0xA	0x952832
0053399e	synch(short,int,int,int,char_*,int,short)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00533dc1	synch(short,int,int,int,char_*,int,short)	CMP	CMP EAX,0x952830	3D 30 28 95 00	1	0x8	0x952830
005367ae	process_message(char_*,ulong,int)	MOV	MOV DL,byte ptr [ECX*0x4 + 0x952836]	8A 14 8D 36 28 95 00	3	0xE	0x952836
005368e9	process_message(char_*,ulong,int)	MOVSX	MOVSX ECX,byte ptr [EDX*0x4 + 0x952839]	0F BE 0C 95 39 28 95 00	4	0x11	0x952839
00536a2f	process_message(char_*,ulong,int)	MOV	MOV byte ptr [ECX*0x4 + 0x952839],DL	88 14 8D 39 28 95 00	3	0x11	0x952839
0053afae	diplomacy_check(int,int,int)	MOV	MOV CL,byte ptr [EAX + 0x952836]	8A 88 36 28 95 00	2	0xE	0x952836
0053c38f	pact_withdraw(int,int)	MOV	MOV ESI,0x95282a	BE 2A 28 95 00	1	0x2	0x95282A
00548e1f	dont_withdrawal(int,int)	MOV	MOV EBX,0x952832	BB 32 28 95 00	1	0xA	0x952832
00548f9f	do_withdrawal(int,int)	MOV	MOV ESI,0x952828	BE 28 28 95 00	1	0x0	0x952828
0054b9e4	battle_plans(int,int)	MOV	MOV ECX,0x95282c	B9 2C 28 95 00	1	0x4	0x95282C
0054ce96	value_of_base(int,int,int,int,int)	MOV	MOV AX,word ptr [EAX + 0x95285a]	66 8B 80 5A 28 95 00	3	0x32	0x95285A
0054ceaa	value_of_base(int,int,int,int,int)	MOV	MOV AX,word ptr [EDX + 0x95285a]	66 8B 82 5A 28 95 00	3	0x32	0x95285A
0054cec4	value_of_base(int,int,int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
0054cece	value_of_base(int,int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952832]	0F BF 90 32 28 95 00	3	0xA	0x952832
0054cee7	value_of_base(int,int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952858]	0F BF 88 58 28 95 00	3	0x30	0x952858
0054d031	give_a_base(int,int)	ADD	ADD ESI,0x952832	81 C6 32 28 95 00	2	0xA	0x952832
0054d3ab	give_a_base(int,int)	ADD	ADD EDI,0x952856	81 C7 56 28 95 00	2	0x2E	0x952856
005593ff	pick_top_veh(int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
00559415	pick_top_veh(int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
00559456	pick_top_veh(int)	MOV	MOV DL,byte ptr [ECX + 0x952836]	8A 91 36 28 95 00	2	0xE	0x952836
00559460	pick_top_veh(int)	MOV	MOV EDX,dword ptr [ECX + 0x95282c]	8B 91 2C 28 95 00	2	0x4	0x95282C
00559488	pick_top_veh(int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x952832]	0F BF 91 32 28 95 00	3	0xA	0x952832
005594b0	pick_top_veh(int)	MOV	MOV DL,byte ptr [ECX + 0x952836]	8A 91 36 28 95 00	2	0xE	0x952836
005594d3	pick_top_veh(int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952858]	0F BF 04 95 58 28 95 00	4	0x30	0x952858
00559542	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x952836]	8A 87 36 28 95 00	2	0xE	0x952836
00559572	veh_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0055974e	veh_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005597fc	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV DI,word ptr [EDI + 0x952832]	66 8B BF 32 28 95 00	3	0xA	0x952832
005599c0	veh_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
00559a01	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV DL,byte ptr [ECX + 0x952850]	8A 91 50 28 95 00	2	0x28	0x952850
00559a2f	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV CL,byte ptr [EDX + 0x952850]	8A 8A 50 28 95 00	2	0x28	0x952850
00559c30	veh_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00559c75	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
00559e3d	veh_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,byte ptr [ECX + 0x952839]	0F BE 81 39 28 95 00	3	0x11	0x952839
00559f50	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
00559f6c	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV ECX,dword ptr [ESI + 0x95282c]	8B 8E 2C 28 95 00	2	0x4	0x95282C
00559f91	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
00559fa0	veh_draw(Buffer_*,int,int,int,int,int,int)	CMP	CMP byte ptr [ESI + 0x95284e],0xb	80 BE 4E 28 95 00 0B	2	0x26	0x95284E
00559fba	veh_draw(Buffer_*,int,int,int,int,int,int)	TEST	TEST dword ptr [ESI + 0x95282c],EDI	85 BE 2C 28 95 00	2	0x4	0x95282C
00559fc2	veh_draw(Buffer_*,int,int,int,int,int,int)	CMP	CMP byte ptr [ESI + 0x95284e],0xa	80 BE 4E 28 95 00 0A	2	0x26	0x95284E
0055a031	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952853]	8A 96 53 28 95 00	2	0x2B	0x952853
0055a040	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV ECX,dword ptr [ESI + 0x95282c]	8B 8E 2C 28 95 00	2	0x4	0x95282C
0055a089	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV ECX,dword ptr [ESI + 0x95282c]	8B 8E 2C 28 95 00	2	0x4	0x95282C
0055a0c2	veh_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952853]	8A 8E 53 28 95 00	2	0x2B	0x952853
0055a0d4	veh_draw(Buffer_*,int,int,int,int,int,int)	TEST	TEST dword ptr [ESI + 0x95282c],0x8000000	F7 86 2C 28 95 00 00 00 00 08	2	0x4	0x95282C
0055a525	veh_scoot(int,int,int,int,int)	MOV	MOV byte ptr [EDX*0x4 + 0x952851],AL	88 04 95 51 28 95 00	3	0x29	0x952851
0055a548	veh_scoot(int,int,int,int,int)	MOV	MOV AL,byte ptr [EDX*0x4 + 0x952836]	8A 04 95 36 28 95 00	3	0xE	0x952836
0055a59a	veh_scoot(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0055a623	veh_scoot(int,int,int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
0055a63a	veh_scoot(int,int,int,int,int)	MOV	MOV byte ptr [ESI + 0x952851],DL	88 96 51 28 95 00	2	0x29	0x952851
0055ecd1	territory(int,int,int,int_*,int_*)	MOV	MOV ESI,0x952832	BE 32 28 95 00	1	0xA	0x952832
00560ae6	go_to(int,char,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x18	C6 80 39 28 95 00 18	2	0x11	0x952839
00560aed	go_to(int,char,int,int)	MOV	MOV byte ptr [EAX + 0x952853],DL	88 90 53 28 95 00	2	0x2B	0x952853
00560af7	go_to(int,char,int,int)	MOV	MOV word ptr [EAX + 0x95283c],CX	66 89 88 3C 28 95 00	3	0x14	0x95283C
00560afe	go_to(int,char,int,int)	MOV	MOV word ptr [EAX + 0x952844],DX	66 89 90 44 28 95 00	3	0x1C	0x952844
00560b05	go_to(int,char,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952832]	0F BF 88 32 28 95 00	3	0xA	0x952832
00560b1c	go_to(int,char,int,int)	MOV	MOV byte ptr [EAX + 0x95284d],0x0	C6 80 4D 28 95 00 00	2	0x25	0x95284D
00562569	enemy_strategy(int)	MOV	MOV EBX,0x952832	BB 32 28 95 00	1	0xA	0x952832
005625d1	enemy_strategy(int)	MOV	MOV ECX,dword ptr [EAX + 0x95282c]	8B 88 2C 28 95 00	2	0x4	0x95282C
005625d7	enemy_strategy(int)	LEA	LEA EAX,[EAX + 0x95282c]	8D 80 2C 28 95 00	2	0x4	0x95282C
005625f2	enemy_strategy(int)	MOV	MOV ECX,0x952832	B9 32 28 95 00	1	0xA	0x952832
0056290a	enemy_strategy(int)	MOV	MOV ECX,0x95282c	B9 2C 28 95 00	1	0x4	0x95282C
00562f44	enemy_strategy(int)	MOV	MOV ECX,0x95282c	B9 2C 28 95 00	1	0x4	0x95282C
00563806	enemy_strategy(int)	MOV	MOV ESI,0x95282a	BE 2A 28 95 00	1	0x2	0x95282A
00563a40	enemy_strategy(int)	ADD	ADD EAX,0x952853	05 53 28 95 00	1	0x2B	0x952853
0056456b	enemy_strategy(int)	MOV	MOV dword ptr [EBP + -0x1c],0x952832	C7 45 E4 32 28 95 00	3	0xA	0x952832
005648a7	set_course(int,char,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95282a]	0F BF 8E 2A 28 95 00	3	0x2	0x95282A
005648ae	set_course(int,char,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952828]	0F BF 96 28 28 95 00	3	0x0	0x952828
00564914	set_course(int,char,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95282a]	0F BF 86 2A 28 95 00	3	0x2	0x95282A
0056491b	set_course(int,char,int,int)	MOVSX	MOVSX EDI,word ptr [ESI + 0x952828]	0F BF BE 28 28 95 00	3	0x0	0x952828
00564947	set_course(int,char,int,int)	MOV	MOV byte ptr [ESI + 0x952839],0x18	C6 86 39 28 95 00 18	2	0x11	0x952839
0056494e	set_course(int,char,int,int)	MOV	MOV byte ptr [ESI + 0x952853],CL	88 8E 53 28 95 00	2	0x2B	0x952853
00564954	set_course(int,char,int,int)	MOV	MOV word ptr [ESI + 0x95283c],DX	66 89 96 3C 28 95 00	3	0x14	0x95283C
0056495b	set_course(int,char,int,int)	MOV	MOV word ptr [ESI + 0x952844],AX	66 89 86 44 28 95 00	3	0x1C	0x952844
00564962	set_course(int,char,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0056497d	set_course(int,char,int,int)	MOV	MOV byte ptr [ESI + 0x95284d],0x0	C6 86 4D 28 95 00 00	2	0x25	0x95284D
00564b30	set_course(int,char,int,int)	MOV	MOV byte ptr [ESI + 0x952839],0x18	C6 86 39 28 95 00 18	2	0x11	0x952839
00564b37	set_course(int,char,int,int)	MOV	MOV byte ptr [ESI + 0x952853],DL	88 96 53 28 95 00	2	0x2B	0x952853
00564b3d	set_course(int,char,int,int)	MOV	MOV word ptr [ESI + 0x95283c],BX	66 89 9E 3C 28 95 00	3	0x14	0x95283C
00564b44	set_course(int,char,int,int)	MOV	MOV word ptr [ESI + 0x952844],AX	66 89 86 44 28 95 00	3	0x1C	0x952844
00564b4b	set_course(int,char,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00564b62	set_course(int,char,int,int)	MOV	MOV byte ptr [ESI + 0x95284d],0x0	C6 86 4D 28 95 00 00	2	0x25	0x95284D
00565f3e	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EDI,word ptr [EBX + 0x952828]	0F BF BB 28 28 95 00	3	0x0	0x952828
00565f50	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
00565f58	compute_odds(int,int,int,int,int)	MOVSX	MOVSX ESI,word ptr [EBX + 0x95282a]	0F BF B3 2A 28 95 00	3	0x2	0x95282A
00565fea	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0056606d	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
